"X","Y","Z"
1757160,5917070,0
1757170,5917070,0
1757180,5917070,0
1757190,5917070,0
1757200,5917070,0
1757210,5917070,0
1757220,5917070,0
1757230,5917070,0
1757240,5917070,0
1757250,5917070,0
1757260,5917070,0
1757270,5917070,0
1757280,5917070,0
1757290,5917070,0
1757300,5917070,0
1757310,5917070,0
1757320,5917070,0
1757330,5917070,0
1757340,5917070,0
1757350,5917070,0
1757360,5917070,0
1757370,5917070,0
1757380,5917070,0
1757390,5917070,0
1757400,5917070,0
1757410,5917070,0
1757420,5917070,0
1757430,5917070,0
1757440,5917070,0
1757450,5917070,0
1757460,5917070,0
1757470,5917070,0
1757480,5917070,0
1757490,5917070,0
1757500,5917070,0
1757510,5917070,0
1757520,5917070,0
1757530,5917070,0
1757540,5917070,0
1757550,5917070,0
1757560,5917070,0
1757570,5917070,0
1757580,5917070,0
1757590,5917070,0
1756990,5917080,0
1757000,5917080,0
1757010,5917080,0
1757020,5917080,0
1757030,5917080,0
1757040,5917080,0
1757050,5917080,0
1757060,5917080,0
1757070,5917080,0
1757080,5917080,0
1757090,5917080,0
1757100,5917080,0
1757110,5917080,0
1757120,5917080,0
1757130,5917080,0
1757140,5917080,0
1757150,5917080,0
1757160,5917080,0
1757170,5917080,0
1757180,5917080,0
1757190,5917080,0
1757200,5917080,0
1757210,5917080,0
1757220,5917080,0
1757230,5917080,0
1757240,5917080,0
1757250,5917080,0
1757260,5917080,0
1757270,5917080,0
1757280,5917080,0
1757290,5917080,0
1757300,5917080,0
1757310,5917080,0
1757320,5917080,0
1757330,5917080,0
1757340,5917080,0
1757350,5917080,0
1757360,5917080,0
1757370,5917080,0
1757380,5917080,0
1757390,5917080,0
1757400,5917080,0
1757410,5917080,0
1757420,5917080,0
1757430,5917080,0
1757440,5917080,0
1757450,5917080,0
1757460,5917080,0
1757470,5917080,0
1757480,5917080,0
1757490,5917080,0
1757500,5917080,0
1757510,5917080,0
1757520,5917080,0
1757530,5917080,0
1757540,5917080,0
1757550,5917080,0
1757560,5917080,0
1757570,5917080,0
1757580,5917080,0
1757590,5917080,0
1756990,5917090,0
1757000,5917090,0
1757010,5917090,0
1757020,5917090,0
1757030,5917090,0
1757040,5917090,0
1757050,5917090,0
1757060,5917090,0
1757070,5917090,0
1757080,5917090,0
1757090,5917090,0
1757100,5917090,0
1757110,5917090,0
1757120,5917090,0
1757130,5917090,0
1757140,5917090,0
1757150,5917090,0
1757160,5917090,0
1757170,5917090,0
1757180,5917090,0
1757190,5917090,0
1757200,5917090,0
1757210,5917090,0
1757220,5917090,0
1757230,5917090,0
1757240,5917090,0
1757250,5917090,0
1757260,5917090,0
1757270,5917090,0
1757280,5917090,0
1757290,5917090,0
1757300,5917090,0
1757310,5917090,0
1757320,5917090,0
1757330,5917090,0
1757340,5917090,0
1757350,5917090,0
1757360,5917090,0
1757370,5917090,0
1757380,5917090,0
1757390,5917090,0
1757400,5917090,0
1757410,5917090,0
1757420,5917090,0
1757430,5917090,0
1757440,5917090,0
1757450,5917090,0
1757460,5917090,0
1757470,5917090,0
1757480,5917090,0
1757490,5917090,0
1757500,5917090,0
1757510,5917090,0
1757520,5917090,0
1757530,5917090,0
1757540,5917090,0
1757550,5917090,0
1757560,5917090,0
1757570,5917090,0
1757580,5917090,0
1757590,5917090,0
1756990,5917100,0
1757000,5917100,0
1757010,5917100,0
1757020,5917100,0
1757030,5917100,0
1757040,5917100,0
1757050,5917100,0
1757060,5917100,0
1757070,5917100,0
1757080,5917100,0
1757090,5917100,0
1757100,5917100,0
1757110,5917100,0
1757120,5917100,0
1757130,5917100,0
1757140,5917100,0
1757150,5917100,0
1757160,5917100,0
1757170,5917100,0
1757180,5917100,0
1757190,5917100,0
1757200,5917100,0
1757210,5917100,0
1757220,5917100,0
1757230,5917100,0
1757240,5917100,0
1757250,5917100,0
1757260,5917100,0
1757270,5917100,0
1757280,5917100,0
1757290,5917100,0
1757300,5917100,0
1757310,5917100,0
1757320,5917100,0
1757330,5917100,0
1757340,5917100,0
1757350,5917100,0
1757360,5917100,0
1757370,5917100,0
1757380,5917100,0
1757390,5917100,0
1757400,5917100,0
1757410,5917100,0
1757420,5917100,0
1757430,5917100,0
1757440,5917100,0
1757450,5917100,0
1757460,5917100,0
1757470,5917100,0
1757480,5917100,0
1757490,5917100,0
1757500,5917100,0
1757510,5917100,0
1757520,5917100,0
1757530,5917100,0
1757540,5917100,0
1757550,5917100,0
1757560,5917100,0
1757570,5917100,0
1757580,5917100,0
1757590,5917100,0
1756990,5917110,0
1757000,5917110,0
1757010,5917110,0
1757020,5917110,0
1757030,5917110,0
1757040,5917110,0
1757050,5917110,0
1757060,5917110,0
1757070,5917110,0
1757080,5917110,0
1757090,5917110,0
1757100,5917110,0
1757110,5917110,0
1757120,5917110,0
1757130,5917110,0
1757140,5917110,0
1757150,5917110,0
1757160,5917110,0
1757170,5917110,0
1757180,5917110,0
1757190,5917110,0
1757200,5917110,0
1757210,5917110,0
1757220,5917110,0
1757230,5917110,0
1757240,5917110,0
1757250,5917110,0
1757260,5917110,0
1757270,5917110,0
1757280,5917110,0
1757290,5917110,0
1757300,5917110,0
1757310,5917110,0
1757320,5917110,0
1757330,5917110,0
1757340,5917110,0
1757350,5917110,0
1757360,5917110,0
1757370,5917110,0
1757380,5917110,0
1757390,5917110,0
1757400,5917110,0
1757410,5917110,0
1757420,5917110,0
1757430,5917110,0
1757440,5917110,0
1757450,5917110,0
1757460,5917110,0
1757470,5917110,0
1757480,5917110,0
1757490,5917110,0
1757500,5917110,0
1757510,5917110,0
1757520,5917110,0
1757530,5917110,0
1757540,5917110,0
1757550,5917110,0
1757560,5917110,0
1757570,5917110,0
1757580,5917110,0
1757590,5917110,0
1756990,5917120,0
1757000,5917120,0
1757010,5917120,0
1757020,5917120,0
1757030,5917120,0
1757040,5917120,0
1757050,5917120,0
1757060,5917120,0
1757070,5917120,0
1757080,5917120,0
1757090,5917120,0
1757100,5917120,0
1757110,5917120,0
1757120,5917120,0
1757130,5917120,0
1757140,5917120,0
1757150,5917120,0
1757160,5917120,0
1757170,5917120,0
1757180,5917120,0
1757190,5917120,0
1757200,5917120,0
1757210,5917120,0
1757220,5917120,0
1757230,5917120,0
1757240,5917120,0
1757250,5917120,0
1757260,5917120,0
1757270,5917120,0
1757280,5917120,0
1757290,5917120,0
1757300,5917120,0
1757310,5917120,0
1757320,5917120,0
1757330,5917120,0
1757340,5917120,0
1757350,5917120,0
1757360,5917120,0
1757370,5917120,0
1757380,5917120,0
1757390,5917120,0
1757400,5917120,0
1757410,5917120,0
1757420,5917120,0
1757430,5917120,0
1757440,5917120,0
1757450,5917120,0
1757460,5917120,0
1757470,5917120,0
1757480,5917120,0
1757490,5917120,0
1757500,5917120,0
1757510,5917120,0
1757520,5917120,0
1757530,5917120,0
1757540,5917120,0
1757550,5917120,0
1757560,5917120,0
1757570,5917120,0
1757580,5917120,0
1757590,5917120,0
1756990,5917130,0
1757000,5917130,0
1757010,5917130,0
1757020,5917130,0
1757030,5917130,0
1757040,5917130,0
1757050,5917130,0
1757060,5917130,0
1757070,5917130,0
1757080,5917130,0
1757090,5917130,0
1757100,5917130,0
1757110,5917130,0
1757120,5917130,0
1757130,5917130,0
1757140,5917130,0
1757150,5917130,0
1757160,5917130,0
1757170,5917130,0
1757180,5917130,0
1757190,5917130,0
1757200,5917130,0
1757210,5917130,0
1757220,5917130,0
1757230,5917130,0
1757240,5917130,0
1757250,5917130,0
1757260,5917130,0
1757270,5917130,0
1757280,5917130,0
1757290,5917130,0
1757300,5917130,0
1757310,5917130,0
1757320,5917130,0
1757330,5917130,0
1757340,5917130,0
1757350,5917130,0
1757360,5917130,0
1757370,5917130,0
1757380,5917130,0
1757390,5917130,0
1757400,5917130,0
1757410,5917130,0
1757420,5917130,0
1757430,5917130,0
1757440,5917130,0
1757450,5917130,0
1757460,5917130,0
1757470,5917130,0
1757480,5917130,0
1757490,5917130,0
1757500,5917130,0
1757510,5917130,0
1757520,5917130,0
1757530,5917130,0
1757540,5917130,0
1757550,5917130,0
1757560,5917130,0
1757570,5917130,0
1757580,5917130,0
1757590,5917130,0
1756990,5917140,0
1757000,5917140,0
1757010,5917140,0
1757020,5917140,0
1757030,5917140,0
1757040,5917140,0
1757050,5917140,0
1757060,5917140,0
1757070,5917140,0
1757080,5917140,0
1757090,5917140,0
1757100,5917140,0
1757110,5917140,0
1757120,5917140,0
1757130,5917140,0
1757140,5917140,0
1757150,5917140,0
1757160,5917140,0
1757170,5917140,0
1757180,5917140,0
1757190,5917140,0
1757200,5917140,0
1757210,5917140,0
1757220,5917140,0
1757230,5917140,0
1757240,5917140,0
1757250,5917140,0
1757260,5917140,0
1757270,5917140,0
1757280,5917140,0
1757290,5917140,0
1757300,5917140,0
1757310,5917140,0
1757320,5917140,0
1757330,5917140,0
1757340,5917140,0
1757350,5917140,0
1757360,5917140,0
1757370,5917140,0
1757380,5917140,0
1757390,5917140,0
1757400,5917140,0
1757410,5917140,0
1757420,5917140,0
1757430,5917140,0
1757440,5917140,0
1757450,5917140,0
1757460,5917140,0
1757470,5917140,0
1757480,5917140,0
1757490,5917140,0
1757500,5917140,0
1757510,5917140,0
1757520,5917140,0
1757530,5917140,0
1757540,5917140,0
1757550,5917140,0
1757560,5917140,0
1757570,5917140,0
1757580,5917140,0
1757590,5917140,0
1756990,5917150,0
1757000,5917150,0
1757010,5917150,0
1757020,5917150,0
1757030,5917150,0
1757040,5917150,0
1757050,5917150,0
1757060,5917150,0
1757070,5917150,0
1757080,5917150,0
1757090,5917150,0
1757100,5917150,0
1757110,5917150,0
1757120,5917150,0
1757130,5917150,0
1757140,5917150,0
1757150,5917150,0
1757160,5917150,0
1757170,5917150,0
1757180,5917150,0
1757190,5917150,0
1757200,5917150,0
1757210,5917150,0
1757220,5917150,0
1757230,5917150,0
1757240,5917150,0
1757250,5917150,0
1757260,5917150,0
1757270,5917150,0
1757280,5917150,0
1757290,5917150,0
1757300,5917150,0
1757310,5917150,0
1757320,5917150,0
1757330,5917150,0
1757340,5917150,0
1757350,5917150,0
1757360,5917150,0
1757370,5917150,0
1757380,5917150,0
1757390,5917150,0
1757400,5917150,0
1757410,5917150,0
1757420,5917150,0
1757430,5917150,0
1757440,5917150,0
1757450,5917150,0
1757460,5917150,0
1757470,5917150,0
1757480,5917150,0
1757490,5917150,0
1757500,5917150,0
1757510,5917150,0
1757520,5917150,0
1757530,5917150,0
1757540,5917150,0
1757550,5917150,0
1757560,5917150,0
1757570,5917150,0
1757580,5917150,0
1757590,5917150,0
1756990,5917160,0
1757000,5917160,0
1757010,5917160,0
1757020,5917160,0
1757030,5917160,0
1757040,5917160,0
1757050,5917160,0
1757060,5917160,0
1757070,5917160,0
1757080,5917160,0
1757090,5917160,0
1757100,5917160,0
1757110,5917160,0
1757120,5917160,0
1757130,5917160,0
1757140,5917160,0
1757150,5917160,0
1757160,5917160,0
1757170,5917160,0
1757180,5917160,0
1757190,5917160,0
1757200,5917160,0
1757210,5917160,0
1757220,5917160,0
1757230,5917160,0
1757240,5917160,0
1757250,5917160,0
1757260,5917160,0
1757270,5917160,0
1757280,5917160,0
1757290,5917160,0
1757300,5917160,0
1757310,5917160,0
1757320,5917160,0
1757330,5917160,0
1757340,5917160,0
1757350,5917160,0
1757360,5917160,0
1757370,5917160,0
1757380,5917160,0
1757390,5917160,0
1757400,5917160,0
1757410,5917160,0
1757420,5917160,0
1757430,5917160,0
1757440,5917160,0
1757450,5917160,0
1757460,5917160,0
1757470,5917160,0
1757480,5917160,0
1757490,5917160,0
1757500,5917160,0
1757510,5917160,0
1757520,5917160,0
1757530,5917160,0
1757540,5917160,0
1757550,5917160,0
1757560,5917160,0
1757570,5917160,0
1757580,5917160,0
1757590,5917160,0
1756990,5917170,0
1757000,5917170,0
1757010,5917170,0
1757020,5917170,0
1757030,5917170,0
1757040,5917170,0
1757050,5917170,0
1757060,5917170,0
1757070,5917170,0
1757080,5917170,0
1757090,5917170,0
1757100,5917170,0
1757110,5917170,0
1757120,5917170,0
1757130,5917170,0
1757140,5917170,0
1757150,5917170,0
1757160,5917170,0
1757170,5917170,0
1757180,5917170,0
1757190,5917170,0
1757200,5917170,0
1757210,5917170,0
1757220,5917170,0
1757230,5917170,0
1757240,5917170,0
1757250,5917170,0
1757260,5917170,0
1757270,5917170,0
1757280,5917170,0
1757290,5917170,0
1757300,5917170,0
1757310,5917170,0
1757320,5917170,0
1757330,5917170,0
1757340,5917170,0
1757350,5917170,0
1757360,5917170,0
1757370,5917170,0
1757380,5917170,0
1757390,5917170,0
1757400,5917170,0
1757410,5917170,0
1757420,5917170,0
1757430,5917170,0
1757440,5917170,0
1757450,5917170,0
1757460,5917170,0
1757470,5917170,0
1757480,5917170,0
1757490,5917170,0
1757500,5917170,0
1757510,5917170,0
1757520,5917170,0
1757530,5917170,0
1757540,5917170,0
1757550,5917170,0
1757560,5917170,0
1757570,5917170,0
1757580,5917170,0
1757590,5917170,0
1756990,5917180,0
1757000,5917180,0
1757010,5917180,0
1757020,5917180,0
1757030,5917180,0
1757040,5917180,0
1757050,5917180,0
1757060,5917180,0
1757070,5917180,0
1757080,5917180,0
1757090,5917180,0
1757100,5917180,0
1757110,5917180,0
1757120,5917180,0
1757130,5917180,0
1757140,5917180,0
1757150,5917180,0
1757160,5917180,0
1757170,5917180,0
1757180,5917180,0
1757190,5917180,0
1757200,5917180,0
1757210,5917180,0
1757220,5917180,0
1757230,5917180,0
1757240,5917180,0
1757250,5917180,0
1757260,5917180,0
1757270,5917180,0
1757280,5917180,0
1757290,5917180,0
1757300,5917180,0
1757310,5917180,0
1757320,5917180,0
1757330,5917180,0
1757340,5917180,0
1757350,5917180,0
1757360,5917180,0
1757370,5917180,0
1757380,5917180,0
1757390,5917180,0
1757400,5917180,0
1757410,5917180,0
1757420,5917180,0
1757430,5917180,0
1757440,5917180,0
1757450,5917180,0
1757460,5917180,0
1757470,5917180,0
1757480,5917180,0
1757490,5917180,0
1757500,5917180,0
1757510,5917180,0
1757520,5917180,0
1757530,5917180,0
1757540,5917180,0
1757550,5917180,0
1757560,5917180,0
1757570,5917180,0
1757580,5917180,0
1757590,5917180,0
1756990,5917190,0
1757000,5917190,0
1757010,5917190,0
1757020,5917190,0
1757030,5917190,0
1757040,5917190,0
1757050,5917190,0
1757060,5917190,0
1757070,5917190,0
1757080,5917190,0
1757090,5917190,0
1757100,5917190,0
1757110,5917190,0
1757120,5917190,0
1757130,5917190,0
1757140,5917190,0
1757150,5917190,0
1757160,5917190,0
1757170,5917190,0
1757180,5917190,0
1757190,5917190,0
1757200,5917190,0
1757210,5917190,0
1757220,5917190,0
1757230,5917190,0
1757240,5917190,0
1757250,5917190,0
1757260,5917190,0
1757270,5917190,0
1757280,5917190,0
1757290,5917190,0
1757300,5917190,0
1757310,5917190,0
1757320,5917190,0
1757330,5917190,0
1757340,5917190,0
1757350,5917190,0
1757360,5917190,0
1757370,5917190,0
1757380,5917190,0
1757390,5917190,0
1757400,5917190,0
1757410,5917190,0
1757420,5917190,0
1757430,5917190,0
1757440,5917190,0
1757450,5917190,0
1757460,5917190,0
1757470,5917190,0
1757480,5917190,0
1757490,5917190,0
1757500,5917190,0
1757510,5917190,0
1757520,5917190,0
1757530,5917190,0
1757540,5917190,0
1757550,5917190,0
1757560,5917190,0
1757570,5917190,0
1757580,5917190,0
1757590,5917190,0
1756990,5917200,0
1757000,5917200,0
1757010,5917200,0
1757020,5917200,0
1757030,5917200,0
1757040,5917200,0
1757050,5917200,0
1757060,5917200,0
1757070,5917200,0
1757080,5917200,0
1757090,5917200,0
1757100,5917200,0
1757110,5917200,0
1757120,5917200,0
1757130,5917200,0
1757140,5917200,0
1757150,5917200,0
1757160,5917200,0
1757170,5917200,0
1757180,5917200,0
1757190,5917200,0
1757200,5917200,0
1757210,5917200,0
1757220,5917200,0
1757230,5917200,0
1757240,5917200,0
1757250,5917200,0
1757260,5917200,0
1757270,5917200,0
1757280,5917200,0
1757290,5917200,0
1757300,5917200,0
1757310,5917200,0
1757320,5917200,0
1757330,5917200,0
1757340,5917200,0
1757350,5917200,0
1757360,5917200,0
1757370,5917200,0
1757380,5917200,0
1757390,5917200,0
1757400,5917200,0
1757410,5917200,0
1757420,5917200,0
1757430,5917200,0
1757440,5917200,0
1757450,5917200,0
1757460,5917200,0
1757470,5917200,0
1757480,5917200,0
1757490,5917200,0
1757500,5917200,0
1757510,5917200,0
1757520,5917200,0
1757530,5917200,0
1757540,5917200,0
1757550,5917200,0
1757560,5917200,0
1757570,5917200,0
1757580,5917200,0
1757590,5917200,0
1756990,5917210,0
1757000,5917210,0
1757010,5917210,0
1757020,5917210,0
1757030,5917210,0
1757040,5917210,0
1757050,5917210,0
1757060,5917210,0
1757070,5917210,0
1757080,5917210,0
1757090,5917210,0
1757100,5917210,0
1757110,5917210,0
1757120,5917210,0
1757130,5917210,0
1757140,5917210,0
1757150,5917210,0
1757160,5917210,0
1757170,5917210,0
1757180,5917210,0
1757190,5917210,0
1757200,5917210,0
1757210,5917210,0
1757220,5917210,0
1757230,5917210,0
1757240,5917210,0
1757250,5917210,0
1757260,5917210,0
1757270,5917210,0
1757280,5917210,0
1757290,5917210,0
1757300,5917210,0
1757310,5917210,0
1757320,5917210,0
1757330,5917210,0
1757340,5917210,0
1757350,5917210,0
1757360,5917210,0
1757370,5917210,0
1757380,5917210,0
1757390,5917210,0
1757400,5917210,0
1757410,5917210,0
1757420,5917210,0
1757430,5917210,0
1757440,5917210,0
1757450,5917210,0
1757460,5917210,0
1757470,5917210,0
1757480,5917210,0
1757490,5917210,0
1757500,5917210,0
1757510,5917210,0
1757520,5917210,0
1757530,5917210,0
1757540,5917210,0
1757550,5917210,0
1757560,5917210,0
1757570,5917210,0
1757580,5917210,0
1757590,5917210,0
1756990,5917220,0
1757000,5917220,0
1757010,5917220,0
1757020,5917220,0
1757030,5917220,0
1757040,5917220,0
1757050,5917220,0
1757060,5917220,0
1757070,5917220,0
1757080,5917220,0
1757090,5917220,0
1757100,5917220,0
1757110,5917220,0
1757120,5917220,0
1757130,5917220,0
1757140,5917220,0
1757150,5917220,0
1757160,5917220,0
1757170,5917220,0
1757180,5917220,0
1757190,5917220,0
1757200,5917220,0
1757210,5917220,0
1757220,5917220,0
1757230,5917220,0
1757240,5917220,0
1757250,5917220,0
1757260,5917220,0
1757270,5917220,0
1757280,5917220,0
1757290,5917220,0
1757300,5917220,0
1757310,5917220,0
1757320,5917220,0
1757330,5917220,0
1757340,5917220,0
1757350,5917220,0
1757360,5917220,0
1757370,5917220,0
1757380,5917220,0
1757390,5917220,0
1757400,5917220,0
1757410,5917220,0
1757420,5917220,0
1757430,5917220,0
1757440,5917220,0
1757450,5917220,0
1757460,5917220,0
1757470,5917220,0
1757480,5917220,0
1757490,5917220,0
1757500,5917220,0
1757510,5917220,0
1757520,5917220,0
1757530,5917220,0
1757540,5917220,0
1757550,5917220,0
1757560,5917220,0
1757570,5917220,0
1757580,5917220,0
1757590,5917220,0
1756990,5917230,0
1757000,5917230,0
1757010,5917230,0
1757020,5917230,0
1757030,5917230,0
1757040,5917230,0
1757050,5917230,0
1757060,5917230,0
1757070,5917230,0
1757080,5917230,0
1757090,5917230,0
1757100,5917230,0
1757110,5917230,0
1757120,5917230,0
1757130,5917230,0
1757140,5917230,0
1757150,5917230,0
1757160,5917230,0
1757170,5917230,0
1757180,5917230,0
1757190,5917230,0
1757200,5917230,0
1757210,5917230,0
1757220,5917230,0
1757230,5917230,0
1757240,5917230,0
1757250,5917230,0
1757260,5917230,0
1757270,5917230,0
1757280,5917230,0
1757290,5917230,0
1757300,5917230,0
1757310,5917230,0
1757320,5917230,0
1757330,5917230,0
1757340,5917230,0
1757350,5917230,0
1757360,5917230,0
1757370,5917230,0
1757380,5917230,0
1757390,5917230,0
1757400,5917230,0
1757410,5917230,0
1757420,5917230,0
1757430,5917230,0
1757440,5917230,0
1757450,5917230,0
1757460,5917230,0
1757470,5917230,0
1757480,5917230,0
1757490,5917230,0
1757500,5917230,0
1757510,5917230,0
1757520,5917230,0
1757530,5917230,0
1757540,5917230,0
